Id,SalePrice
1595,126636.38
1596,236733.72
1597,177829.3
1598,177564.94
1599,182337.1
1600,180907.53
1601,66322.54
1602,116376.445
1603,101469.4
1604,273714.03
1605,247196.34
1606,174714.16
1607,181349.4
1608,215755.08
1609,184603.61
1610,162115.4
1611,146114.39
1612,170855.31
1613,173883.67
1614,116402.28
1615,91280.016
1616,76309.03
1617,91700.66
1618,124183.79
1619,149509.23
1620,167476.4
1621,145258.83
1622,143665.97
1623,293772.06
1624,212419.97
1625,125024.04
1626,163700.33
1627,187993.77
1628,281931.56
1629,178230.47
1630,368866.75
1631,234629.33
1632,251881.03
1633,169969.62
1634,185430.25
1635,181629.08
1636,164144.7
1637,189348.53
1638,190700.95
1639,182739.81
1640,262859.56
1641,167727.94
1642,223752.16
1643,226346.45
1644,234969.23
1645,188555.83
1646,158485.03
1647,151233.44
1648,135477.98
1649,141615.0
1650,122309.164
1651,113400.695
1652,91433.875
1653,98049.15
1654,153498.0
1655,148865.33
1656,147510.84
1657,153001.69
1658,144373.33
1659,128942.766
1660,148715.27
1661,471937.7
1662,409598.4
1663,384779.4
1664,449832.9
1665,289168.3
1666,344378.16
1667,409961.8
1668,324538.88
1669,286009.94
1670,334401.88
1671,260590.31
1672,490372.22
1673,273910.97
1674,252506.8
1675,191259.56
1676,195079.72
1677,215314.19
1678,422734.22
1679,351060.12
1680,327324.94
1681,250231.84
1682,316678.38
1683,175016.12
1684,173181.77
1685,176021.66
1686,176116.06
1687,167070.94
1688,188307.19
1689,187986.4
1690,186806.97
1691,176690.67
1692,255638.17
1693,168278.11
1694,184215.98
1695,169564.22
1696,260173.25
1697,171935.95
1698,401901.8
1699,352584.4
1700,238485.75
1701,266037.1
1702,247052.39
1703,239808.16
1704,287970.47
1705,220236.39
1706,427125.88
1707,220653.61
1708,214219.39
1709,257041.1
1710,221668.97
1711,244762.0
1712,257216.88
1713,257080.7
1714,222134.92
1715,207539.7
1716,190458.03
1717,164393.08
1718,149148.0
1719,205895.98
1720,245167.4
1721,153160.6
1722,128018.64
1723,157105.1
1724,224945.27
1725,237305.92
1726,196204.55
1727,174405.14
1728,171475.83
1729,159494.12
1730,155362.62
1731,124150.02
1732,133105.22
1733,117810.72
1734,121739.29
1735,127864.27
1736,119259.36
1737,352449.2
1738,229819.02
1739,248242.53
1740,212565.89
1741,186626.98
1742,169489.8
1743,161401.42
1744,292567.53
1745,228019.11
1746,212856.1
1747,206830.19
1748,230466.03
1749,155655.61
1750,140067.0
1751,230885.38
1752,124464.695
1753,137645.44
1754,202056.62
1755,176094.03
1756,133471.66
1757,119684.55
1758,146531.95
1759,156180.33
1760,171405.03
1761,142901.4
1762,165899.36
1763,160252.17
1764,116530.984
1765,165499.39
1766,170699.06
1767,222311.62
1768,143738.34
1769,158844.88
1770,142122.86
1771,133627.42
1772,135648.58
1773,136880.28
1774,128152.81
1775,135192.6
1776,126511.58
1777,116902.266
1778,134350.25
1779,115926.7
1780,170921.22
1781,126741.0
1782,90611.79
1783,144540.72
1784,102119.5
1785,120146.37
1786,137290.28
1787,154897.66
1788,57646.29
1789,88000.24
1790,84771.93
1791,184094.16
1792,163165.58
1793,135447.14
1794,147677.14
1795,133460.8
1796,124124.445
1797,127323.875
1798,128200.01
1799,120130.53
1800,135221.92
1801,135212.67
1802,119278.29
1803,141363.88
1804,141875.47
1805,137005.38
1806,112940.29
1807,114750.52
1808,118196.27
1809,122545.086
1810,142113.4
1811,111573.29
1812,98815.625
1813,122846.74
1814,102419.78
1815,61713.633
1816,96064.33
1817,113591.875
1818,129840.336
1819,124534.414
1820,65525.0
1821,107248.73
1822,129166.38
1823,53630.92
1824,134148.3
1825,124425.87
1826,99227.21
1827,102228.29
1828,144606.66
1829,122417.336
1830,140707.7
1831,147615.69
1832,92418.64
1833,135326.02
1834,127978.266
1835,157112.55
1836,137989.42
1837,91188.05
1838,126204.62
1839,100510.86
1840,178358.98
1841,153659.7
1842,92460.44
1843,140053.1
1844,135789.4
1845,144614.05
1846,143253.88
1847,163696.44
1848,54976.94
1849,110287.26
1850,121021.9
1851,155399.55
1852,124390.95
1853,132178.1
1854,162033.11
1855,156833.84
1856,219488.77
1857,130635.32
1858,147614.3
1859,118502.89
1860,157950.14
1861,118939.78
1862,267943.84
1863,261994.58
1864,261994.58
1865,339112.28
1866,335774.06
1867,240641.72
1868,337060.75
1869,208438.58
1870,228103.33
1871,245854.58
1872,173057.53
1873,241221.98
1874,140592.61
1875,197974.73
1876,189308.25
1877,209775.2
1878,207038.17
1879,138790.31
1880,141094.47
1881,236231.61
1882,255148.89
1883,195870.9
1884,198071.03
1885,249659.7
1886,329477.97
1887,207711.12
1888,279008.6
1889,159585.97
1890,125527.97
1891,142906.48
1892,96449.56
1893,132662.06
1894,117690.266
1895,137184.25
1896,123231.26
1897,120796.76
1898,117444.73
1899,132734.72
1900,135115.81
1901,161337.88
1902,139217.22
1903,216233.84
1904,152361.56
1905,172124.81
1906,174460.64
1907,189170.89
1908,110993.98
1909,144541.94
1910,124396.22
1911,199129.72
1912,269846.03
1913,149908.84
1914,74275.91
1915,347309.6
1916,74145.9
1917,252363.86
1918,136450.34
1919,176343.28
1920,162026.5
1921,428257.25
1922,312584.75
1923,212845.22
1924,227647.38
1925,201653.16
1926,396239.53
1927,132845.58
1928,163296.19
1929,122225.586
1930,146814.53
1931,144776.84
1932,142112.42
1933,184420.1
1934,182334.55
1935,179797.73
1936,191250.34
1937,191133.83
1938,180732.45
1939,265627.78
1940,204633.47
1941,172881.72
1942,193204.78
1943,215286.2
1944,334875.28
1945,382203.94
1946,155628.98
1947,352104.34
1948,168585.66
1949,257353.47
1950,185022.28
1951,271703.44
1952,227830.94
1953,169955.69
1954,180066.77
1955,131190.92
1956,262766.16
1957,158546.62
1958,313161.25
1959,138327.89
1960,115427.695
1961,125348.58
1962,97109.14
1963,100858.44
1964,108754.14
1965,144410.47
1966,138220.02
1967,298182.88
1968,432404.78
1969,397544.47
1970,433500.28
1971,458472.9
1972,350966.75
1973,263516.38
1974,326704.75
1975,474256.62
1976,264941.22
1977,346750.47
1978,431265.25
1979,308812.8
1980,196017.47
1981,338820.62
1982,234652.64
1983,214240.55
1984,166615.05
1985,209186.33
1986,210124.2
1987,182970.84
1988,176274.78
1989,190412.4
1990,216798.77
1991,239205.62
1992,212947.19
1993,169420.5
1994,232490.14
1995,184592.7
1996,257555.08
1997,298989.78
1998,319382.88
1999,251180.14
2000,311329.97
2001,252984.14
2002,229949.08
2003,246384.62
2004,260357.36
2005,229396.61
2006,242008.81
2007,242850.95
2008,204753.55
2009,194711.12
2010,187331.47
2011,158058.11
2012,171010.92
2013,180102.05
2014,191511.78
2015,200798.72
2016,193368.97
2017,205117.84
2018,117860.664
2019,133963.58
2020,108556.734
2021,113768.85
2022,180108.94
2023,152625.45
2024,248911.77
2025,350913.38
2026,177787.5
2027,154462.1
2028,146043.12
2029,172975.03
2030,277217.44
2031,222552.22
2032,252889.14
2033,254030.11
2034,159008.81
2035,214456.6
2036,205082.73
2037,226427.5
2038,270483.9
2039,221602.48
2040,340150.7
2041,267010.78
2042,198394.7
2043,171405.4
2044,178224.9
2045,213435.53
2046,127192.93
2047,150162.8
2048,138748.33
2049,129192.52
2050,180179.34
2051,110427.45
2052,140150.61
2053,142146.44
2054,88894.36
2055,148192.84
2056,130722.8
2057,117921.13
2058,226163.22
2059,132158.58
2060,171630.97
2061,177041.16
2062,129654.07
2063,113942.68
2064,147288.3
2065,123281.29
2066,159674.11
2067,114307.28
2068,137570.53
2069,85392.26
2070,110215.625
2071,95285.516
2072,132012.22
2073,136884.08
2074,175857.27
2075,145758.95
2076,121671.25
2077,148008.05
2078,129933.9
2079,138603.02
2080,120326.93
2081,124856.45
2082,139872.97
2083,137450.31
2084,117913.15
2085,122953.18
2086,117673.37
2087,117618.625
2088,100050.055
2089,89751.99
2090,128563.82
2091,126499.37
2092,126055.21
2093,121046.266
2094,116555.19
2095,153524.28
2096,83596.53
2097,103237.73
2098,147859.14
2099,60587.9
2100,103851.55
2101,119983.87
2102,125108.77
2103,107541.83
2104,117188.69
2105,127911.28
2106,89960.67
2107,243692.08
2108,122119.27
2109,120334.4
2110,128661.664
2111,140523.62
2112,146291.2
2113,120371.25
2114,115087.516
2115,159830.73
2116,113291.21
2117,150146.67
2118,119660.98
2119,104306.95
2120,112790.16
2121,134648.39
2122,117135.23
2123,85164.72
2124,173710.31
2125,127917.73
2126,161172.19
2127,160349.62
2128,133706.64
2129,101695.39
2130,147758.77
2131,147777.42
2132,122412.375
2133,116469.73
2134,122202.94
2135,97580.09
2136,92953.484
2137,116150.87
2138,139251.31
2139,153904.33
2140,138794.28
2141,138794.05
2142,133842.7
2143,140814.17
2144,126450.99
2145,134388.36
2146,160921.78
2147,142979.45
2148,136606.75
2149,134429.83
2150,218947.47
2151,116344.21
2152,208441.62
2153,166931.3
2154,114159.28
2155,132453.84
2156,251699.52
2157,234596.9
2158,245318.97
2159,205503.88
2160,167318.84
2161,244824.64
2162,463208.38
2163,328578.7
2164,236490.14
2165,187914.56
2166,148212.95
2167,216703.3
2168,210677.75
2169,198287.52
2170,222828.84
2171,158165.1
2172,142639.19
2173,154415.9
2174,229468.75
2175,290275.84
2176,363066.94
2177,252665.34
2178,208222.78
2179,139187.11
2180,226487.58
2181,189694.73
2182,220143.48
2183,198154.28
2184,125209.34
2185,120279.81
2186,150828.84
2187,153544.78
2188,161280.28
2189,244501.45
2190,81659.65
2191,79587.875
2192,86291.19
2193,113649.195
2194,108182.055
2195,107845.33
2196,107664.71
2197,117803.875
2198,161114.64
2199,181036.19
2200,148041.86
2201,134153.4
2202,213114.69
2203,146194.3
2204,170834.0
2205,127276.74
2206,150012.16
2207,201192.92
2208,230849.06
2209,237313.48
2210,123080.2
2211,116831.4
2212,118646.59
2213,107149.945
2214,130709.73
2215,106378.04
2216,145585.39
2217,83251.734
2218,80408.81
2219,72133.984
2220,83331.5
2221,348690.22
2222,240663.28
2223,285818.75
2224,209144.03
2225,144888.27
2226,193067.33
2227,208300.11
2228,288416.12
2229,241098.62
2230,168807.22
2231,209586.06
2232,178200.38
2233,180213.66
2234,246044.05
2235,212650.45
2236,279127.84
2237,377505.7
2238,206276.89
2239,106766.81
2240,159776.56
2241,153715.16
2242,122408.5
2243,114002.39
2244,95590.56
2245,94705.99
2246,137713.6
2247,105364.266
2248,122923.57
2249,122512.16
2250,134865.73
2251,126063.445
2252,179873.42
2253,162404.31
2254,177306.9
2255,190405.73
2256,183578.64
2257,204736.45
2258,170414.69
2259,180989.64
2260,166968.44
2261,177000.62
2262,215318.5
2263,356770.25
2264,452125.06
2265,165130.72
2266,309857.25
2267,364019.1
2268,369456.47
2269,156836.61
2270,182219.45
2271,222443.45
2272,196055.84
2273,164715.05
2274,175911.39
2275,167510.4
2276,190381.58
2277,176697.9
2278,147972.73
2279,125092.89
2280,122022.125
2281,187371.14
2282,192296.88
2283,99247.65
2284,112203.72
2285,135868.33
2286,126325.46
2287,342331.4
2288,284130.78
2289,375706.7
2290,459672.84
2291,306712.3
2292,412973.8
2293,448807.38
2294,361216.75
2295,450492.62
2296,258084.66
2297,328893.9
2298,285969.9
2299,452418.38
2300,339973.0
2301,261500.25
2302,234602.66
2303,241182.67
2304,247534.92
2305,181031.39
2306,180973.64
2307,188387.66
2308,212902.38
2309,285988.9
2310,210598.33
2311,187603.4
2312,180407.9
2313,172966.45
2314,160191.0
2315,175906.33
2316,186018.75
2317,193854.56
2318,178404.53
2319,177710.48
2320,181336.12
2321,250922.8
2322,162262.5
2323,173659.83
2324,165420.69
2325,221226.08
2326,166939.9
2327,207967.34
2328,233504.7
2329,184603.02
2330,177273.28
2331,392193.97
2332,428896.3
2333,349230.44
2334,247031.98
2335,278009.22
2336,348955.88
2337,218191.72
2338,281336.8
2339,229658.31
2340,389747.66
2341,223712.47
2342,241031.48
2343,225633.66
2344,223614.72
2345,244388.4
2346,222562.28
2347,208101.84
2348,232681.66
2349,177693.55
2350,285854.2
2351,276950.2
2352,241580.42
2353,236187.67
2354,137448.88
2355,138586.06
2356,150617.69
2357,193888.2
2358,200172.62
2359,117707.97
2360,122536.805
2361,145065.77
2362,284807.72
2363,137207.44
2364,150092.14
2365,232792.4
2366,190364.62
2367,220719.88
2368,210664.69
2369,230171.92
2370,175204.73
2371,170893.42
2372,193245.36
2373,288991.16
2374,300488.56
2375,252029.55
2376,269987.1
2377,322611.25
2378,150361.52
2379,190926.62
2380,140751.03
2381,163782.36
2382,191637.64
2383,212659.05
2384,249958.05
2385,158286.39
2386,137762.86
2387,135843.84
2388,91805.52
2389,119942.51
2390,143090.97
2391,131820.88
2392,119799.38
2393,164880.42
2394,146052.12
2395,205625.78
2396,155889.86
2397,225657.69
2398,129294.83
2399,62795.406
2400,60635.004
2401,109955.54
2402,135028.44
2403,134864.66
2404,149564.23
2405,169443.19
2406,137879.12
2407,124074.1
2408,145247.97
2409,125077.53
2410,169812.12
2411,122128.61
2412,157578.36
2413,128539.8
2414,134846.12
2415,120696.234
2416,126687.414
2417,133553.66
2418,125008.805
2419,126712.125
2420,122075.31
2421,148549.1
2422,116189.96
2423,134831.58
2424,151150.81
2425,213186.39
2426,128533.31
2427,131302.58
2428,165095.3
2429,122986.44
2430,132940.36
2431,113339.9
2432,138960.14
2433,154241.75
2434,136573.89
2435,150672.88
2436,112350.0
2437,110043.25
2438,130855.63
2439,108618.98
2440,120382.195
2441,92077.49
2442,100826.234
2443,124990.46
2444,128663.54
2445,87051.266
2446,129683.055
2447,178964.47
2448,146511.97
2449,105587.23
2450,148439.16
2451,121520.03
2452,195804.17
2453,94072.25
2454,126006.36
2455,111167.9
2456,137762.14
2457,121211.26
2458,114727.016
2459,111361.46
2460,136105.56
2461,122674.07
2462,139102.2
2463,127753.22
2464,179611.22
2465,135898.66
2466,104729.766
2467,139587.69
2468,90614.88
2469,85590.6
2470,183927.56
2471,187469.3
2472,168867.19
2473,127345.14
2474,102499.695
2475,232714.89
2476,115663.61
2477,131196.34
2478,153276.55
2479,117033.26
2480,159248.86
2481,131892.98
2482,130736.18
2483,118376.12
2484,129381.21
2485,128268.67
2486,169903.3
2487,175511.12
2488,140862.77
2489,131715.14
2490,149755.61
2491,84010.49
2492,172996.38
2493,145644.86
2494,160872.81
2495,86157.13
2496,243466.48
2497,145406.92
2498,114511.02
2499,93507.84
2500,126863.92
2501,134083.7
2502,156022.11
2503,114514.37
2504,181725.97
2505,222954.05
2506,261283.47
2507,322735.38
2508,257147.72
2509,215622.67
2510,229138.1
2511,179413.27
2512,207514.47
2513,215266.4
2514,228589.47
2515,153622.4
2516,168624.72
2517,140930.27
2518,142351.7
2519,228415.27
2520,205214.88
2521,188653.42
2522,223678.83
2523,122468.61
2524,138662.62
2525,147373.44
2526,140955.0
2527,118340.63
2528,126084.984
2529,129466.21
2530,120148.305
2531,271107.6
2532,218780.42
2533,194875.06
2534,239802.19
2535,321671.1
2536,221062.52
2537,225813.4
2538,178727.61
2539,189238.88
2540,181908.12
2541,174544.55
2542,164091.31
2543,127689.234
2544,124207.71
2545,139140.02
2546,134435.23
2547,139851.9
2548,158983.4
2549,161097.67
2550,200812.66
2551,143559.25
2552,119215.08
2553,71358.516
2554,119016.0
2555,127506.38
2556,96600.484
2557,104294.3
2558,184501.31
2559,132450.73
2560,141509.11
2561,138698.95
2562,129604.164
2563,154346.47
2564,184391.53
2565,128327.73
2566,158246.62
2567,131227.62
2568,184940.31
2569,204001.05
2570,119230.53
2571,201238.89
2572,172862.7
2573,221493.11
2574,242080.16
2575,124583.55
2576,133012.97
2577,162587.78
2578,87249.96
2579,86700.98
2580,134612.73
2581,135597.62
2582,121305.1
2583,280591.78
2584,167466.45
2585,175229.14
2586,205002.89
2587,194290.64
2588,143106.81
2589,145076.03
2590,215493.78
2591,214338.92
2592,225007.0
2593,275868.94
2594,179744.4
2595,194943.95
2596,327360.88
2597,185406.73
2598,293617.4
2599,274597.06
2600,157006.05
2601,152984.86
2602,82661.54
2603,88772.27
2604,91692.695
2605,85615.805
2606,145109.25
2607,185519.48
2608,200969.33
2609,177705.4
2610,115838.305
2611,145017.6
2612,158411.42
2613,133715.53
2614,126663.1
2615,155341.77
2616,139309.97
2617,178558.72
2618,190370.89
2619,212400.11
2620,191728.03
2621,178705.77
2622,188202.34
2623,262862.28
2624,280081.84
2625,332554.47
2626,177873.02
2627,170553.84
2628,450494.25
2629,607689.6
2630,328636.2
2631,468339.53
2632,436032.25
2633,337502.6
2634,398847.6
2635,159309.53
2636,178944.86
2637,171149.8
2638,243595.17
2639,186565.4
2640,151950.39
2641,116233.914
2642,190508.42
2643,111823.0
2644,122906.65
2645,96480.2
2646,90142.95
2647,100155.99
2648,146821.6
2649,151725.28
2650,135677.23
2651,145990.25
2652,429034.03
2653,248082.77
2654,241960.44
2655,329368.8
2656,275143.6
2657,335066.44
2658,300358.12
2659,302847.34
2660,370620.7
2661,332053.88
2662,332800.12
2663,280874.97
2664,283742.12
2665,317314.25
2666,297474.5
2667,167716.69
2668,171959.0
2669,186699.89
2670,274293.1
2671,175134.95
2672,194068.38
2673,209312.23
2674,203265.03
2675,164661.44
2676,182494.39
2677,195449.42
2678,259069.62
2679,257483.1
2680,268439.1
2681,410630.62
2682,355829.66
2683,505479.88
2684,311621.72
2685,344054.22
2686,254486.81
2687,319472.38
2688,232026.36
2689,202608.55
2690,467969.12
2691,191735.95
2692,133333.22
2693,189567.9
2694,122232.055
2695,192435.03
2696,178999.83
2697,188353.61
2698,196520.02
2699,174227.56
2700,159798.58
2701,156628.58
2702,124131.25
2703,129986.66
2704,139132.73
2705,122698.016
2706,122149.5
2707,134490.38
2708,136840.23
2709,112472.875
2710,126958.36
2711,292899.78
2712,373549.5
2713,150432.64
2714,147635.8
2715,170700.77
2716,142373.95
2717,164682.83
2718,234937.64
2719,152091.5
2720,171206.39
2721,137979.11
2722,155373.77
2723,143714.44
2724,134559.0
2725,133255.61
2726,147944.92
2727,169997.05
2728,169288.19
2729,151264.52
2730,145887.89
2731,128830.18
2732,126717.26
2733,154668.94
2734,138569.14
2735,131014.086
2736,150346.27
2737,124095.94
2738,125382.1
2739,165942.12
2740,130806.77
2741,155603.02
2742,156689.03
2743,152287.17
2744,148136.42
2745,138866.78
2746,138569.64
2747,141597.98
2748,117880.99
2749,129380.9
2750,133454.89
2751,139265.89
2752,183669.0
2753,150728.67
2754,206806.67
2755,136487.52
2756,101037.38
2757,86190.17
2758,93919.15
2759,152281.3
2760,130598.6
2761,141350.55
2762,141116.75
2763,183102.77
2764,131254.9
2765,277968.8
2766,134071.38
2767,87746.016
2768,118811.79
2769,138094.28
2770,139310.78
2771,113670.055
2772,116760.56
2773,147302.66
2774,134865.11
2775,129451.586
2776,132910.5
2777,140265.5
2778,100658.84
2779,127737.68
2780,99034.05
2781,106398.92
2782,94825.18
2783,113162.03
2784,123386.375
2785,132050.42
2786,75586.336
2787,117206.11
2788,79540.07
2789,194773.38
2790,104716.49
2791,118148.37
2792,67305.586
2793,187589.08
2794,101127.734
2795,122862.06
2796,108157.98
2797,217997.03
2798,123480.48
2799,116162.484
2800,74706.23
2801,116107.83
2802,128547.445
2803,170785.98
2804,121298.766
2805,96003.62
2806,82477.33
2807,140891.77
2808,156210.06
2809,139385.0
2810,141129.14
2811,160188.73
2812,153170.19
2813,161278.08
2814,143607.53
2815,98023.375
2816,245224.16
2817,155063.83
2818,129177.625
2819,144511.08
2820,141660.52
2821,115547.086
2822,198193.69
2823,269524.53
2824,180726.22
2825,133876.6
2826,130637.34
2827,142015.67
2828,224412.92
2829,200287.62
2830,227738.67
2831,177767.45
2832,229293.56
2833,307729.84
2834,207003.77
2835,218350.55
2836,193509.4
2837,152110.77
2838,144833.94
2839,172853.83
2840,207730.88
2841,206311.14
2842,232728.72
2843,155438.36
2844,171728.72
2845,117592.29
2846,210472.16
2847,199579.14
2848,223075.45
2849,203920.83
2850,290090.03
2851,232128.02
2852,232113.62
2853,235105.2
2854,138234.23
2855,202241.89
2856,204690.12
2857,187697.31
2858,202430.78
2859,138920.44
2860,122310.016
2861,131164.8
2862,190846.08
2863,121299.01
2864,259360.52
2865,138400.83
2866,130999.95
2867,94493.19
2868,105521.32
2869,114025.305
2870,131859.06
2871,81911.45
2872,62558.715
2873,111508.734
2874,137591.19
2875,121617.7
2876,157280.84
2877,139216.52
2878,174292.06
2879,133834.61
2880,105248.52
2881,162543.23
2882,166605.52
2883,179790.47
2884,168108.08
2885,201063.78
2886,210612.05
2887,109246.83
2888,137163.1
2889,51658.242
2890,92415.01
2891,139415.03
2892,56705.945
2893,108946.08
2894,59134.24
2895,316420.1
2896,271448.94
2897,207658.67
2898,151592.33
2899,223192.0
2900,167761.97
2901,200159.77
2902,192759.25
2903,344479.47
2904,319467.25
2905,95363.836
2906,202401.02
2907,101566.414
2908,130292.21
2909,141412.78
2910,76105.805
2911,76634.516
2912,149460.31
2913,92958.375
2914,83230.85
2915,85743.984
2916,83223.484
2917,169439.88
2918,117857.49
2919,227672.78
